"","person_income","person_home_ownership","loan_grade","loan_amnt","loan_status","loan_percent_income","cb_person_default_on_file","emp_cat","ir_cat"
"16859",92040,"MORTGAGE","A",10000,0,0.11,"N","0-15","Missing"
"16860",28800,"RENT","B",8875,1,0.31,"N","0-15","Missing"
"16861",33009,"OTHER","B",12000,0,0.36,"N","0-15","11-13.5"
"16862",54000,"RENT","Other",7000,1,0.13,"N","0-15","13.5+"
"16863",30000,"OTHER","Other",10000,0,0.33,"N","0-15","13.5+"
"16864",28880,"MORTGAGE","A",2000,0,0.07,"N","0-15","8-11"
"16865",34000,"RENT","C",9500,1,0.28,"Y","0-15","Missing"
"16866",34560,"RENT","Other",1200,1,0.03,"N","0-15","13.5+"
"16867",74004,"RENT","Other",20000,1,0.27,"N","0-15","13.5+"
"16868",57500,"MORTGAGE","C",12275,0,0.21,"N","0-15","Missing"
"16869",120000,"MORTGAGE","B",10000,0,0.08,"N","0-15","Missing"
"16870",36000,"RENT","B",15000,1,0.42,"N","0-15","Missing"
"16871",74400,"RENT","A",3500,0,0.05,"N","0-15","0-8"
"16872",95000,"RENT","B",14000,0,0.15,"N","0-15","Missing"
"16873",70000,"RENT","A",3500,0,0.05,"N","0-15","0-8"
"16874",36000,"RENT","Other",6500,1,0.18,"Y","0-15","13.5+"
"16875",30000,"RENT","B",3600,0,0.12,"N","0-15","8-11"
"16876",18000,"OTHER","Other",5400,1,0.3,"Y","0-15","13.5+"
"16877",12000,"RENT","B",1600,0,0.13,"N","0-15","8-11"
"16878",52000,"RENT","C",16000,1,0.31,"N","0-15","13.5+"
"16879",48000,"MORTGAGE","C",1400,0,0.03,"N","0-15","13.5+"
"16880",89000,"MORTGAGE","A",14000,0,0.16,"N","0-15","0-8"
"16881",150000,"RENT","B",5000,0,0.03,"N","0-15","Missing"
"16882",101000,"OTHER","B",24250,0,0.24,"N","0-15","11-13.5"
"16883",63000,"RENT","A",5000,0,0.08,"N","0-15","0-8"
"16884",80004,"RENT","B",10000,0,0.12,"N","0-15","8-11"
"16885",46000,"RENT","Other",12800,1,0.28,"Y","0-15","13.5+"
"16886",42996,"RENT","C",6000,0,0.14,"Y","0-15","11-13.5"
"16887",50000,"MORTGAGE","A",12500,0,0.25,"N","0-15","8-11"
"16888",91234,"MORTGAGE","B",12000,0,0.13,"N","0-15","11-13.5"
"16889",69600,"RENT","C",1350,0,0.02,"Y","0-15","11-13.5"
"16890",20000,"RENT","B",4000,0,0.2,"N","0-15","8-11"
"16891",14400,"RENT","Other",2000,1,0.14,"Y","0-15","13.5+"
"16892",82000,"MORTGAGE","B",10750,0,0.13,"N","0-15","8-11"
"16893",93000,"RENT","B",2100,1,0.02,"N","0-15","8-11"
"16894",75000,"RENT","B",10000,0,0.13,"N","0-15","11-13.5"
"16895",56000,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"16896",52800,"RENT","C",8000,0,0.15,"N","0-15","11-13.5"
"16897",44000,"MORTGAGE","Other",22800,1,0.52,"N","0-15","13.5+"
"16898",62400,"OTHER","Other",15000,0,0.24,"N","Missing","13.5+"
"16899",57500,"RENT","C",6000,1,0.1,"N","0-15","11-13.5"
"16900",71500,"RENT","C",6400,0,0.09,"N","0-15","11-13.5"
"16901",41838,"RENT","Other",6600,1,0.16,"N","0-15","13.5+"
"16902",50000,"RENT","A",11000,0,0.22,"N","0-15","Missing"
"16903",36000,"OTHER","A",5500,0,0.15,"N","Missing","0-8"
"16904",78000,"MORTGAGE","B",25000,0,0.32,"N","0-15","8-11"
"16905",44000,"RENT","Other",10000,0,0.23,"Y","0-15","13.5+"
"16906",64000,"RENT","C",12000,0,0.19,"Y","0-15","11-13.5"
"16907",1e+05,"MORTGAGE","C",10000,0,0.1,"N","0-15","11-13.5"
"16908",58000,"MORTGAGE","C",7200,1,0.12,"N","0-15","11-13.5"
"16909",54000,"RENT","C",6600,0,0.12,"N","0-15","11-13.5"
"16910",42500,"RENT","C",5000,0,0.12,"N","0-15","11-13.5"
"16911",67000,"RENT","A",25000,1,0.37,"N","0-15","0-8"
"16912",40000,"MORTGAGE","A",4000,0,0.1,"N","0-15","0-8"
"16913",24000,"RENT","Other",3500,1,0.15,"Y","0-15","13.5+"
"16914",40680,"RENT","B",6000,1,0.15,"N","0-15","11-13.5"
"16915",64000,"MORTGAGE","Other",12000,1,0.19,"Y","0-15","13.5+"
"16916",122000,"MORTGAGE","C",10000,0,0.08,"Y","0-15","13.5+"
"16917",59000,"OTHER","Other",12000,1,0.2,"Y","0-15","Missing"
"16918",126000,"MORTGAGE","C",7500,0,0.06,"N","0-15","13.5+"
"16919",65000,"OTHER","C",7000,0,0.11,"Y","0-15","11-13.5"
"16920",77700,"RENT","B",14000,0,0.18,"N","0-15","8-11"
"16921",36000,"RENT","C",5000,0,0.14,"N","0-15","11-13.5"
"16922",75600,"MORTGAGE","C",15000,0,0.2,"Y","0-15","11-13.5"
"16923",183000,"MORTGAGE","A",1000,0,0.01,"N","0-15","Missing"
"16924",35000,"MORTGAGE","A",8000,0,0.23,"N","0-15","0-8"
"16925",57000,"RENT","Other",9600,1,0.17,"N","0-15","13.5+"
"16926",120000,"RENT","B",25000,0,0.21,"N","0-15","8-11"
"16927",54252,"MORTGAGE","A",3500,0,0.06,"N","0-15","0-8"
"16928",11000,"OTHER","A",1400,0,0.13,"N","0-15","8-11"
"16929",105000,"RENT","B",7200,0,0.07,"N","0-15","11-13.5"
"16930",85000,"MORTGAGE","B",8000,0,0.09,"N","0-15","Missing"
"16931",85000,"MORTGAGE","A",4400,0,0.05,"N","0-15","0-8"
"16932",27000,"RENT","B",2925,0,0.11,"N","0-15","8-11"
"16933",30000,"OTHER","B",3000,0,0.1,"N","0-15","8-11"
"16934",47052,"RENT","B",21250,1,0.45,"N","0-15","8-11"
"16935",47928,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"16936",105000,"MORTGAGE","C",4800,0,0.05,"Y","0-15","13.5+"
"16937",38400,"RENT","C",3600,0,0.09,"Y","0-15","13.5+"
"16938",24432,"RENT","B",2000,0,0.08,"N","0-15","11-13.5"
"16939",46800,"MORTGAGE","B",12725,0,0.27,"N","0-15","11-13.5"
"16940",40000,"RENT","Other",3000,1,0.07,"Y","Missing","13.5+"
"16941",60000,"MORTGAGE","B",12000,0,0.2,"N","0-15","8-11"
"16942",38000,"RENT","A",10000,0,0.26,"N","0-15","0-8"
"16943",59600,"RENT","A",10000,0,0.17,"N","0-15","0-8"
"16944",95000,"RENT","A",4000,0,0.04,"N","0-15","0-8"
"16945",62000,"RENT","C",10000,0,0.16,"Y","0-15","13.5+"
"16946",18996,"RENT","Other",3200,1,0.17,"N","0-15","13.5+"
"16947",50000,"OTHER","A",3600,0,0.07,"N","0-15","Missing"
"16948",32450,"MORTGAGE","A",3250,0,0.1,"N","0-15","0-8"
"16949",38000,"RENT","B",12000,1,0.32,"N","0-15","11-13.5"
"16950",48000,"RENT","Other",7500,0,0.16,"Y","0-15","13.5+"
"16951",27200,"RENT","C",5000,0,0.18,"N","0-15","Missing"
"16952",12000,"OTHER","A",6100,1,0.51,"N","0-15","0-8"
"16953",117014,"MORTGAGE","A",8400,0,0.07,"N","0-15","0-8"
"16954",12000,"RENT","C",1000,1,0.08,"N","0-15","13.5+"
"16955",85000,"RENT","B",5000,0,0.06,"N","0-15","11-13.5"
"16956",31200,"RENT","B",12000,1,0.38,"N","0-15","8-11"
"16957",69000,"MORTGAGE","Other",10000,1,0.14,"N","0-15","13.5+"
"16958",40000,"RENT","B",15000,1,0.38,"N","0-15","11-13.5"
"16959",36000,"RENT","B",10000,0,0.28,"N","0-15","11-13.5"
"16960",54000,"RENT","A",10000,0,0.19,"N","0-15","0-8"
"16961",43000,"RENT","A",3000,0,0.07,"N","0-15","8-11"
"16962",35000,"OTHER","Other",7000,0,0.2,"N","0-15","13.5+"
"16963",115000,"RENT","A",35000,0,0.3,"N","0-15","0-8"
"16964",55000,"RENT","B",20000,1,0.36,"N","0-15","11-13.5"
"16965",24000,"RENT","C",12250,1,0.51,"N","0-15","11-13.5"
"16966",96000,"MORTGAGE","B",5000,0,0.05,"N","0-15","11-13.5"
"16967",84191,"MORTGAGE","A",9000,0,0.11,"N","0-15","0-8"
"16968",54586,"RENT","B",19000,1,0.35,"N","0-15","11-13.5"
"16969",20400,"RENT","Other",5500,0,0.27,"N","0-15","Missing"
"16970",138000,"RENT","C",5000,1,0.04,"Y","0-15","11-13.5"
"16971",39000,"RENT","B",12000,1,0.31,"N","0-15","8-11"
"16972",69000,"MORTGAGE","A",25000,0,0.36,"N","0-15","0-8"
"16973",30000,"MORTGAGE","A",12000,1,0.4,"N","0-15","0-8"
"16974",70000,"MORTGAGE","B",13750,0,0.2,"N","0-15","8-11"
"16975",29570,"RENT","Other",8000,1,0.27,"N","0-15","13.5+"
"16976",90000,"MORTGAGE","B",13000,0,0.14,"N","0-15","8-11"
"16977",54996,"MORTGAGE","A",10000,0,0.18,"N","0-15","8-11"
"16978",60000,"MORTGAGE","A",15000,0,0.25,"N","0-15","0-8"
"16979",55000,"RENT","B",4000,0,0.07,"N","0-15","11-13.5"
"16980",48756,"RENT","B",4800,0,0.1,"N","0-15","11-13.5"
"16981",72000,"MORTGAGE","B",16000,0,0.22,"N","0-15","8-11"
"16982",72444,"MORTGAGE","B",25000,0,0.35,"N","0-15","8-11"
"16983",20004,"MORTGAGE","B",3600,0,0.18,"N","0-15","Missing"
"16984",70000,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"16985",59000,"MORTGAGE","A",9000,0,0.15,"N","0-15","8-11"
"16986",62467,"RENT","A",10625,0,0.17,"N","0-15","8-11"
"16987",24000,"OTHER","A",6000,0,0.25,"N","0-15","0-8"
"16988",180000,"MORTGAGE","B",5000,0,0.03,"N","0-15","8-11"
"16989",39996,"RENT","B",12000,0,0.3,"N","0-15","Missing"
"16990",30000,"RENT","B",5000,0,0.17,"N","0-15","11-13.5"
"16991",39000,"RENT","Other",10000,1,0.26,"N","0-15","13.5+"
"16992",170000,"RENT","B",12000,0,0.07,"N","0-15","11-13.5"
"16993",42000,"RENT","B",10000,0,0.24,"N","0-15","11-13.5"
"16994",84996,"OTHER","Other",8000,0,0.09,"Y","0-15","13.5+"
"16995",130000,"MORTGAGE","A",10000,0,0.08,"N","0-15","0-8"
"16996",78000,"RENT","A",8100,0,0.1,"N","0-15","0-8"
"16997",60000,"RENT","B",7000,0,0.12,"N","0-15","8-11"
"16998",33000,"MORTGAGE","C",12500,0,0.38,"Y","0-15","13.5+"
"16999",29000,"RENT","B",4000,1,0.14,"N","0-15","8-11"
"17000",76597,"RENT","B",22000,0,0.29,"N","0-15","8-11"
"17001",54800,"OTHER","A",8000,0,0.15,"N","0-15","Missing"
"17002",55000,"MORTGAGE","B",9600,0,0.17,"N","0-15","Missing"
"17003",65000,"OTHER","A",9000,0,0.14,"N","0-15","0-8"
"17004",43000,"OTHER","A",6000,0,0.14,"N","0-15","0-8"
"17005",31200,"RENT","C",10000,1,0.32,"Y","0-15","11-13.5"
"17006",107000,"MORTGAGE","A",1000,0,0.01,"N","0-15","0-8"
"17007",35000,"RENT","C",5700,0,0.16,"Y","0-15","11-13.5"
"17008",48000,"OTHER","B",5000,0,0.1,"N","0-15","8-11"
"17009",53000,"RENT","C",3000,0,0.06,"N","0-15","13.5+"
"17010",52000,"MORTGAGE","Other",12000,0,0.23,"N","0-15","13.5+"
"17011",12000,"MORTGAGE","Other",3250,1,0.27,"Y","0-15","13.5+"
"17012",36000,"OTHER","A",3250,0,0.09,"N","0-15","0-8"
"17013",99000,"MORTGAGE","A",12000,0,0.12,"N","0-15","0-8"
"17014",20000,"RENT","C",3500,0,0.17,"Y","0-15","8-11"
"17015",33280,"RENT","B",5500,0,0.17,"N","0-15","Missing"
"17016",72000,"MORTGAGE","A",5000,0,0.07,"N","0-15","0-8"
"17017",45630,"RENT","Other",2500,1,0.05,"Y","0-15","13.5+"
"17018",42000,"MORTGAGE","Other",7000,0,0.17,"N","0-15","13.5+"
"17019",18456,"RENT","C",3500,1,0.19,"N","0-15","11-13.5"
"17020",150000,"RENT","A",8200,0,0.05,"N","0-15","0-8"
"17021",52000,"MORTGAGE","A",6000,0,0.12,"N","0-15","8-11"
"17022",72000,"RENT","B",10000,0,0.14,"N","0-15","8-11"
"17023",80004,"MORTGAGE","B",15000,0,0.19,"N","0-15","11-13.5"
"17024",74800,"MORTGAGE","Other",15000,1,0.17,"N","0-15","13.5+"
"17025",56000,"RENT","B",10000,1,0.18,"N","0-15","11-13.5"
"17026",68000,"MORTGAGE","Other",20000,0,0.29,"Y","0-15","13.5+"
"17027",75500,"MORTGAGE","A",12000,0,0.16,"N","0-15","Missing"
"17028",37008,"RENT","B",3600,0,0.1,"N","0-15","11-13.5"
"17029",63400,"OTHER","B",20000,0,0.32,"N","0-15","8-11"
"17030",36000,"RENT","B",4000,1,0.11,"N","0-15","8-11"
"17031",63000,"MORTGAGE","Other",25000,0,0.4,"N","0-15","13.5+"
"17032",55152,"MORTGAGE","B",16000,0,0.29,"N","0-15","11-13.5"
"17033",87500,"MORTGAGE","C",25000,0,0.29,"Y","0-15","13.5+"
"17034",49000,"RENT","A",7000,1,0.14,"N","0-15","0-8"
"17035",54100,"RENT","A",4500,0,0.08,"N","0-15","0-8"
"17036",24000,"RENT","A",8500,1,0.35,"N","0-15","0-8"
"17037",55000,"RENT","B",12000,0,0.22,"N","0-15","8-11"
"17038",48000,"RENT","B",15000,1,0.31,"N","0-15","8-11"
"17039",50000,"MORTGAGE","A",7000,0,0.14,"N","0-15","0-8"
"17040",50000,"MORTGAGE","A",12800,0,0.26,"N","0-15","0-8"
"17041",50000,"MORTGAGE","B",2000,0,0.04,"N","0-15","11-13.5"
"17042",54000,"RENT","B",9975,1,0.18,"N","0-15","11-13.5"
"17043",55600,"RENT","A",6000,0,0.11,"N","0-15","Missing"
"17044",46776,"OTHER","Other",15000,0,0.32,"N","0-15","11-13.5"
"17045",50000,"MORTGAGE","B",22000,0,0.44,"N","0-15","8-11"
"17046",30000,"RENT","C",13000,1,0.43,"N","0-15","11-13.5"
"17047",85000,"MORTGAGE","B",7000,0,0.08,"N","0-15","11-13.5"
"17048",51480,"MORTGAGE","B",3000,0,0.06,"N","0-15","11-13.5"
"17049",43200,"OTHER","A",6000,0,0.14,"N","0-15","0-8"
"17050",26976,"RENT","A",9000,1,0.33,"N","0-15","0-8"
"17051",155142,"MORTGAGE","Other",23000,0,0.15,"N","0-15","13.5+"
"17052",42000,"RENT","A",5000,0,0.12,"N","0-15","0-8"
"17053",45996,"RENT","Other",5000,1,0.11,"Y","0-15","Missing"
"17054",19200,"RENT","B",3000,1,0.16,"N","0-15","8-11"
"17055",59000,"RENT","Other",6000,1,0.1,"N","0-15","13.5+"
"17056",29000,"RENT","Other",4000,1,0.14,"N","0-15","13.5+"
"17057",62000,"RENT","C",1600,0,0.03,"Y","0-15","13.5+"
"17058",17688,"RENT","B",1700,0,0.1,"N","0-15","11-13.5"
"17059",43200,"MORTGAGE","C",10000,0,0.23,"N","0-15","13.5+"
"17060",71004,"RENT","B",1800,0,0.03,"N","0-15","11-13.5"
"17061",46000,"RENT","Other",6200,1,0.13,"N","0-15","Missing"
"17062",36500,"MORTGAGE","B",2500,0,0.07,"N","0-15","8-11"
"17063",45432,"MORTGAGE","B",5000,0,0.11,"N","0-15","8-11"
"17064",65000,"MORTGAGE","A",16500,0,0.25,"N","0-15","0-8"
"17065",30000,"RENT","A",10625,1,0.35,"N","0-15","0-8"
"17066",76000,"MORTGAGE","B",13500,0,0.18,"N","0-15","8-11"
"17067",57600,"OTHER","A",6500,0,0.11,"N","0-15","0-8"
"17068",45000,"RENT","A",6575,0,0.15,"N","0-15","0-8"
"17069",138000,"RENT","Other",5000,1,0.04,"N","0-15","13.5+"
"17070",69700,"RENT","B",11200,0,0.16,"N","0-15","Missing"
"17071",49000,"OTHER","A",2500,0,0.05,"N","0-15","0-8"
"17072",57500,"RENT","B",9100,0,0.16,"N","0-15","11-13.5"
"17073",68000,"MORTGAGE","A",13000,0,0.19,"N","0-15","0-8"
"17074",50004,"MORTGAGE","A",5000,0,0.1,"N","0-15","8-11"
"17075",110000,"RENT","C",25000,0,0.23,"Y","0-15","Missing"
"17076",50000,"MORTGAGE","B",8000,0,0.16,"N","0-15","11-13.5"
"17077",42000,"RENT","C",5000,0,0.12,"Y","0-15","11-13.5"
"17078",35000,"OTHER","A",4000,0,0.11,"N","0-15","0-8"
"17079",25000,"RENT","B",2050,0,0.08,"N","0-15","8-11"
"17080",37000,"RENT","B",15000,1,0.41,"N","0-15","8-11"
"17081",135000,"MORTGAGE","Other",15000,0,0.11,"Y","0-15","13.5+"
"17082",32500,"MORTGAGE","A",2500,0,0.08,"N","0-15","0-8"
"17083",44000,"MORTGAGE","A",8475,0,0.19,"N","0-15","0-8"
"17084",76344,"RENT","A",5000,0,0.07,"N","0-15","8-11"
"17085",50361,"RENT","C",12000,0,0.24,"N","0-15","11-13.5"
"17086",24091,"MORTGAGE","C",3500,0,0.15,"Y","0-15","11-13.5"
"17087",95000,"MORTGAGE","C",15000,0,0.16,"N","0-15","13.5+"
"17088",59400,"MORTGAGE","C",18500,0,0.31,"Y","0-15","11-13.5"
"17089",33000,"RENT","Other",5500,1,0.17,"N","0-15","13.5+"
"17090",47000,"RENT","A",15000,1,0.32,"N","0-15","0-8"
"17091",63000,"MORTGAGE","A",20000,0,0.32,"N","0-15","8-11"
"17092",45000,"RENT","B",10000,0,0.22,"N","0-15","8-11"
"17093",130000,"MORTGAGE","A",6000,0,0.05,"N","Missing","0-8"
"17094",140000,"MORTGAGE","A",18000,0,0.13,"N","0-15","0-8"
"17095",95004,"RENT","A",5000,0,0.05,"N","0-15","8-11"
"17096",75000,"RENT","B",10000,0,0.13,"N","0-15","11-13.5"
"17097",51000,"RENT","B",5000,1,0.1,"N","0-15","11-13.5"
"17098",35000,"RENT","A",1800,0,0.05,"N","0-15","0-8"
"17099",34404,"RENT","Other",7500,1,0.22,"Y","0-15","13.5+"
"17100",30500,"RENT","Other",6800,1,0.22,"Y","0-15","13.5+"
"17101",104000,"MORTGAGE","A",15000,0,0.14,"N","0-15","8-11"
"17102",25000,"OTHER","A",5000,0,0.2,"N","Missing","0-8"
"17103",42000,"RENT","C",5000,0,0.12,"Y","0-15","11-13.5"
"17104",60000,"RENT","A",10000,0,0.17,"N","0-15","0-8"
"17105",32000,"RENT","B",3200,0,0.1,"N","0-15","8-11"
"17106",91000,"RENT","A",8000,0,0.09,"N","0-15","0-8"
"17107",90000,"MORTGAGE","A",6000,0,0.07,"N","0-15","0-8"
"17108",58896,"MORTGAGE","A",9500,0,0.16,"N","0-15","0-8"
"17109",105000,"MORTGAGE","B",12800,0,0.12,"N","0-15","11-13.5"
"17110",60000,"RENT","B",20000,1,0.33,"N","0-15","Missing"
"17111",80000,"MORTGAGE","A",3000,0,0.04,"N","0-15","0-8"
"17112",31224,"RENT","A",6400,0,0.2,"N","0-15","8-11"
"17113",39000,"RENT","C",8000,1,0.21,"N","0-15","Missing"
"17114",46000,"MORTGAGE","B",4000,0,0.09,"N","0-15","8-11"
"17115",90000,"MORTGAGE","Other",15000,0,0.17,"Y","0-15","13.5+"
"17116",39000,"MORTGAGE","A",10750,0,0.28,"N","0-15","Missing"
"17117",39996,"RENT","B",10000,0,0.25,"N","0-15","8-11"
"17118",145992,"MORTGAGE","Other",20000,0,0.14,"Y","0-15","Missing"
"17119",40000,"RENT","B",3000,0,0.07,"N","0-15","8-11"
"17120",44000,"RENT","Other",15000,1,0.34,"N","0-15","13.5+"
"17121",61500,"RENT","C",10000,0,0.16,"N","0-15","13.5+"
"17122",35000,"RENT","A",2500,0,0.07,"N","0-15","8-11"
"17123",90000,"MORTGAGE","A",10000,0,0.11,"N","0-15","0-8"
"17124",87000,"MORTGAGE","B",15000,0,0.17,"N","0-15","8-11"
"17125",15996,"RENT","C",4000,1,0.25,"Y","0-15","11-13.5"
"17126",48000,"RENT","A",5000,0,0.1,"N","0-15","0-8"
"17127",36000,"MORTGAGE","A",5300,0,0.15,"N","0-15","0-8"
"17128",57000,"RENT","A",9500,0,0.17,"N","0-15","0-8"
"17129",54996,"RENT","B",23600,1,0.43,"N","0-15","11-13.5"
"17130",21000,"RENT","C",4000,0,0.19,"N","0-15","11-13.5"
"17131",75000,"RENT","B",20000,0,0.27,"N","0-15","8-11"
"17132",50000,"RENT","B",4800,0,0.1,"N","0-15","Missing"
"17133",40000,"RENT","C",7000,0,0.17,"N","0-15","11-13.5"
"17134",29856,"RENT","A",10300,1,0.34,"N","0-15","8-11"
"17135",85392,"RENT","A",9600,0,0.11,"N","0-15","0-8"
"17136",37000,"OTHER","C",7200,0,0.19,"N","0-15","13.5+"
"17137",29120,"RENT","B",5000,0,0.17,"N","0-15","8-11"
"17138",32000,"RENT","Other",6000,1,0.19,"N","0-15","11-13.5"
"17139",91000,"OTHER","A",15000,0,0.16,"N","0-15","0-8"
"17140",95400,"MORTGAGE","C",5000,0,0.05,"N","0-15","11-13.5"
"17141",28692,"MORTGAGE","B",3000,0,0.1,"N","0-15","8-11"
"17142",90000,"MORTGAGE","A",7750,0,0.09,"N","0-15","0-8"
"17143",69000,"RENT","B",8650,0,0.13,"N","0-15","11-13.5"
"17144",70200,"RENT","Other",18000,0,0.26,"Y","0-15","13.5+"
"17145",92341,"RENT","A",12000,0,0.13,"N","0-15","0-8"
"17146",73399,"RENT","Other",27000,1,0.37,"N","0-15","Missing"
"17147",60000,"RENT","A",5000,0,0.08,"N","0-15","0-8"
"17148",62400,"MORTGAGE","A",4000,0,0.06,"N","0-15","8-11"
"17149",40000,"MORTGAGE","B",10500,0,0.26,"N","0-15","11-13.5"
"17150",37680,"RENT","Other",2000,1,0.05,"Y","0-15","13.5+"
"17151",35000,"RENT","C",12000,1,0.34,"Y","0-15","8-11"
"17152",78000,"RENT","B",17000,0,0.22,"N","0-15","8-11"
"17153",47211,"OTHER","B",10000,0,0.21,"N","0-15","11-13.5"
"17154",57744,"MORTGAGE","B",2500,0,0.04,"N","0-15","8-11"
"17155",69000,"RENT","B",4800,0,0.07,"N","0-15","8-11"
"17156",95000,"MORTGAGE","Other",20000,0,0.21,"N","0-15","13.5+"
"17157",91000,"MORTGAGE","A",15000,0,0.16,"N","0-15","0-8"
"17158",30000,"RENT","C",1500,0,0.05,"Y","0-15","13.5+"
"17159",97000,"MORTGAGE","C",6400,0,0.07,"N","0-15","13.5+"
"17160",68000,"MORTGAGE","A",16000,0,0.24,"N","0-15","0-8"
"17161",70000,"RENT","B",25000,1,0.36,"N","0-15","11-13.5"
"17162",45000,"OTHER","A",4750,0,0.11,"N","0-15","0-8"
"17163",42000,"MORTGAGE","C",5750,0,0.14,"N","0-15","13.5+"
"17164",75000,"MORTGAGE","B",15000,0,0.2,"N","0-15","8-11"
"17165",51492,"MORTGAGE","B",13800,0,0.27,"N","0-15","8-11"
"17166",70000,"MORTGAGE","B",8950,0,0.13,"N","0-15","11-13.5"
"17167",49200,"MORTGAGE","A",5600,0,0.11,"N","0-15","0-8"
"17168",78000,"MORTGAGE","A",7750,0,0.1,"N","0-15","0-8"
"17169",84000,"MORTGAGE","B",23000,0,0.27,"N","0-15","11-13.5"
"17170",24000,"RENT","B",6000,0,0.25,"N","0-15","Missing"
"17171",75531,"RENT","Other",15000,0,0.2,"N","0-15","13.5+"
"17172",30000,"RENT","Other",5200,1,0.17,"Y","0-15","13.5+"
"17173",1e+05,"MORTGAGE","C",15000,0,0.15,"Y","0-15","13.5+"
"17174",38700,"RENT","B",10000,0,0.26,"N","0-15","Missing"
"17175",80000,"MORTGAGE","A",3000,0,0.04,"N","Missing","0-8"
"17176",35000,"RENT","A",1500,0,0.04,"N","0-15","Missing"
"17177",24000,"RENT","C",5550,0,0.23,"Y","0-15","11-13.5"
"17178",79000,"RENT","B",8000,0,0.1,"N","0-15","11-13.5"
"17179",87000,"RENT","C",20000,0,0.23,"N","0-15","13.5+"
"17180",39600,"MORTGAGE","A",6000,0,0.15,"N","0-15","0-8"
"17181",53004,"MORTGAGE","B",21000,0,0.4,"N","0-15","8-11"
"17182",38000,"RENT","A",18500,1,0.49,"N","0-15","0-8"
"17183",64000,"RENT","B",1000,0,0.02,"N","Missing","8-11"
"17184",27252,"RENT","C",5800,0,0.21,"N","0-15","11-13.5"
"17185",51500,"RENT","B",20000,1,0.39,"N","0-15","11-13.5"
"17186",59000,"MORTGAGE","A",5000,1,0.08,"N","0-15","0-8"
"17187",22680,"RENT","B",7000,1,0.31,"N","0-15","8-11"
"17188",94000,"RENT","C",9600,0,0.1,"N","0-15","11-13.5"
"17189",48996,"MORTGAGE","B",5000,1,0.1,"N","0-15","8-11"
"17190",59000,"MORTGAGE","A",6400,0,0.11,"N","0-15","Missing"
"17191",1e+05,"MORTGAGE","A",14000,0,0.14,"N","0-15","0-8"
"17192",31680,"RENT","C",15000,1,0.47,"Y","0-15","11-13.5"
"17193",65000,"MORTGAGE","B",4800,0,0.07,"N","0-15","8-11"
"17194",78000,"MORTGAGE","A",4600,0,0.06,"N","0-15","0-8"
"17195",60000,"MORTGAGE","B",10000,0,0.17,"N","0-15","11-13.5"
"17196",21600,"RENT","B",2000,1,0.09,"N","0-15","11-13.5"
"17197",87996,"MORTGAGE","A",8000,0,0.09,"N","0-15","0-8"
"17198",58000,"RENT","A",3500,0,0.06,"N","0-15","8-11"
"17199",117000,"MORTGAGE","A",6000,0,0.05,"N","0-15","0-8"
"17200",46932,"OTHER","A",7000,0,0.15,"N","Missing","0-8"
"17201",52692,"RENT","C",3500,0,0.07,"Y","0-15","11-13.5"
"17202",40000,"RENT","B",4000,0,0.1,"N","0-15","11-13.5"
"17203",51000,"RENT","B",15000,0,0.29,"N","0-15","11-13.5"
"17204",12996,"OTHER","B",4750,1,0.37,"N","0-15","Missing"
"17205",125000,"RENT","Other",6500,0,0.05,"N","0-15","13.5+"
"17206",76250,"RENT","B",10000,0,0.13,"N","0-15","8-11"
"17207",127992,"MORTGAGE","C",26000,0,0.2,"N","0-15","13.5+"
"17208",39996,"RENT","Other",5000,1,0.13,"N","0-15","13.5+"
"17209",51000,"OTHER","A",6000,0,0.12,"N","0-15","0-8"
"17210",40000,"RENT","B",5925,0,0.15,"N","0-15","11-13.5"
"17211",65000,"MORTGAGE","A",5000,0,0.08,"N","0-15","0-8"
"17212",40800,"RENT","A",2000,0,0.05,"N","0-15","0-8"
"17213",40000,"RENT","A",10000,0,0.25,"N","0-15","0-8"
"17214",59004,"RENT","Other",20000,1,0.34,"N","0-15","13.5+"
"17215",72000,"MORTGAGE","A",6000,0,0.08,"N","0-15","0-8"
"17216",45000,"RENT","B",4000,0,0.09,"N","0-15","11-13.5"
"17217",166000,"MORTGAGE","B",23450,0,0.14,"N","0-15","11-13.5"
"17218",80000,"MORTGAGE","A",12000,0,0.15,"N","0-15","0-8"
"17219",73000,"RENT","A",6500,0,0.09,"N","0-15","Missing"
"17220",55000,"OTHER","A",1275,0,0.02,"N","Missing","0-8"
"17221",33000,"RENT","A",1000,0,0.03,"N","0-15","0-8"
"17222",41000,"RENT","A",7000,0,0.17,"N","0-15","0-8"
"17223",85000,"MORTGAGE","B",6000,0,0.07,"N","Missing","8-11"
"17224",60000,"RENT","B",8000,0,0.13,"N","0-15","8-11"
"17225",2e+05,"OTHER","B",24000,0,0.12,"N","0-15","11-13.5"
"17226",24960,"RENT","A",2500,0,0.1,"N","0-15","0-8"
"17227",57550,"MORTGAGE","A",3500,0,0.06,"N","Missing","0-8"
"17228",60500,"RENT","C",7000,0,0.12,"Y","0-15","11-13.5"
"17229",62000,"RENT","C",2000,0,0.03,"Y","0-15","11-13.5"
